ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
5760,901398607,GRUPO COMERCIAL MERCADO LA SABANA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,44396086,2460225,7846478,3731605,4114873,41737891.0,88947.0,5078368.0,3423720.0,1654648.0,5760
5761,811044082,CONTACTO TEXTIL S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,44388887,3598892,26409590,9395492,17014098,33800664.0,1109168.0,25290821.0,11675616.0,13615205.0,5761
5762,901208120,PROMOTORA SOLUCIONES DE VIVIENDA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,44383464,938180,3542989,2145091,1397898,340549.0,-34396.0,38963164.0,38503446.0,459718.0,5762
5763,800143834,RAPIASEO SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,N8121 - Limpieza general interior de edificios,SERVICIOS,44382471,597296,10969543,5823790,5145753,40473098.0,456398.0,10451086.0,5768701.0,4682385.0,5763
5764,811046318,QVISION QUALITY VISION TECHNOLOGIES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,44356940,1901029,16156229,8223145,7933084,36627600.0,340991.0,12593724.0,6561669.0,6032055.0,5764
5765,901164842,DROGUERIAS COPIFAM DE COLOMBIA SAS,SUPERSOCIEDADES,CARIBE,CÓRDOBA,MONTERIA-CORDOBA,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO,44350309,-3396477,16554405,19432002,-2877597,40768565.0,-1894025.0,16141048.0,15622169.0,518879.0,5765
5766,830075451,PINTURAS TITO PABON Y CIA S EN C,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,TENJO-CUNDINAMARCA,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",MANUFACTURA,44344242,1118718,38904148,9498751,29405397,47135622.0,845377.0,41917005.0,13113372.0,28803633.0,5766
5767,800130985,CREACIONES NADAR,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,44340813,1165445,44145751,17707007,26438744,46566002.0,260854.0,42251341.0,17815891.0,24435450.0,5767
5768,900265172,CONSTRUCCION Y DESARROLLO BOLIVAR S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,44336281,46911118,1275532475,187576,1275344899,35980044.0,38590877.0,1229444385.0,1010485.0,1228433900.0,5768
5769,800212240,CILES SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C2818 - Fabricación de herramientas manuales con motor,MANUFACTURA,44327813,6429572,46660227,7083011,39577216,40664197.0,7253941.0,45073411.0,11133768.0,33939643.0,5769
5770,900245841,PARCHITA PACIFLORA LTDA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1512 - Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",MANUFACTURA,44323481,4566238,20204839,4164521,16040318,38850528.0,7114346.0,18833492.0,7359412.0,11474080.0,5770
5771,844004840,SYNERGIA CONSTRUCCIONES E INGENIERIA SAS,SUPERSOCIEDADES,LLANOS ORIENTALES,CASANARE,YOPAL-CASANARE,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,44310737,3766166,14512212,772039,13740173,44434592.0,2224438.0,23576373.0,12808610.0,10767763.0,5771
5772,860524513,MULLEN LOWE SSP3 S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7310 - Publicidad,SERVICIOS,44290682,-8432517,51149135,53088758,-1939623,50633979.0,-1708065.0,56582488.0,50089594.0,6492894.0,5772
5773,890937233,SOCIEDAD TELEVISION DE ANTIOQUIA LTDA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,J6020 - Actividades de programación y transmisión de televisión,SERVICIOS,44271653,3539653,106374337,40756135,65618202,38358586.0,-2219018.0,95804784.0,34190562.0,61614222.0,5773
5774,800205946,IDEPLAS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,FUNZA-CUNDINAMARCA,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,44268762,2028233,36337388,17137948,19199440,48016527.0,1710999.0,39874837.0,22703630.0,17171207.0,5774
5775,800083827,PROALIMENTOS SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,JAMUNDI-VALLE,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,44268480,2115634,22963469,15624156,7339313,42919832.0,556070.0,28916545.0,22068191.0,6848354.0,5775
5776,800242394,ALMACEN REFRIELECTRIC S A S,SUPERSOCIEDADES,CARIBE,MAGDALENA,SANTA-MARTA-MAGDALENA,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,44266794,1871779,51634987,12460735,39174252,39764979.0,1752988.0,57092536.0,18790063.0,38302473.0,5776
5777,900626723,INVERSIONES ACTUAL COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,44257081,17673878,131456586,27462712,103993874,24323346.0,-1729812.0,105414123.0,19094127.0,86319996.0,5777
5778,832001512,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE MADRID E.S.P.",SUPERSERVICIOS,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,MADRID,"E3600 - Captación, tratamiento y distribución de agua",SERVICIOS,44244338,888262,60461432,28978845,31482587,39764261.0,2018160.0,56157943.0,25563619.0,30594324.0,5778
5779,900033741,MOTOR UNO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",COMERCIO,44241894,310492,6257193,5369965,887228,41097316.0,145408.0,5269297.0,4692561.0,576736.0,5779
5780,900536661,CERVEZAS DEL PACIFICO SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,BUENAVENTURA-VALLE,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,44237224,1488687,5875380,2763986,3111394,35023559.0,198465.0,5302761.0,3680054.0,1622707.0,5780
5781,900579506,ZIKLO SOLAR S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,SABANETA-ANTIOQUIA,C2712 - Fabricación de aparatos de distribución y control de la energía eléctrica,MANUFACTURA,44224688,537649,30763154,28493259,2269895,33862938.0,356862.0,25116804.0,23384558.0,1732246.0,5781
5782,900390141,COLOMBIA PARADISE S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,SILVANIA-CUNDINAMARCA,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,44223434,-4479469,31923401,28119222,3804179,55772579.0,745007.0,31919250.0,23635602.0,8283648.0,5782
5783,860030412,AUTOFINANCIERA COLOMBIA S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO COMERCIAL,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,SERVICIOS,44216137,5712676,192211364,180087294,12124070,32091668.0,4565240.0,156217060.0,146427568.0,9789492.0,5783
5784,900599747,ICO MEDIOS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7310 - Publicidad,SERVICIOS,44197610,1718610,31678262,25932196,5746066,40796072.0,523050.0,33013958.0,28316584.0,4697374.0,5784
5785,900171183,JFD INVERSIONES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,44195647,8929624,95963489,19076670,76886819,40805572.0,2692087.0,96593996.0,24101831.0,72492165.0,5785
5786,900968819,SUPERNOVA DISTRIBUCION S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,44186971,308525,8101881,6495742,1606139,58082428.0,61930.0,8949487.0,7651873.0,1297614.0,5786
5787,830091739,GRAFIX DIGITAL S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,44185247,1373583,20962774,13587547,7375227,39348566.0,1351953.0,15030046.0,8374314.0,6655732.0,5787
5788,860045838,TINTORERIA ASITEX S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1313 - Acabado de productos textiles,MANUFACTURA,44178250,1589094,55336643,16132467,39204176,43052425.0,-3149930.0,56962371.0,19347288.0,37615083.0,5788
5789,800228872,CONCALI COLOMBIA S.A.S.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,44170066,2268824,28483898,15830837,12653061,43401138.0,1354696.0,24129649.0,13745412.0,10384237.0,5789
5790,900694419,ADF COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,44147063,2197302,40264075,21287177,18976898,36891395.0,2845462.0,38454726.0,22326601.0,16128125.0,5790
5791,900508420,VIGICOLBA LTDA,SUPERVIGILANCIA,CARIBE,ATLÁNTICO,08001 - BARRANQUILLA-ATLANTICO,N8010 - Actividades de seguridad privada,SERVICIOS,44134997,2388538,25525284,10874968,14650315,14115335.0,1039610.0,14435456.0,4985470.0,9449986.0,5791
5792,900740835,CALIREPUESTOS IMPORTADORES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,44132135,922582,28921705,9254096,19667609,32745350.0,1332895.0,27225675.0,8480648.0,18745027.0,5792
5793,890900104,INCAMETAL S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,BELLO-ANTIOQUIA,"C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",MANUFACTURA,44130768,1138308,49794511,14665771,35128740,43552591.0,1076295.0,49247567.0,15257135.0,33990432.0,5793
5794,830501636,PUMOTEX E.U.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,44096794,546030,20545116,14297983,6247133,48894638.0,1301379.0,22244993.0,16543890.0,5701103.0,5794
5795,800059608,INDUSTRIAS ST EVEN S.A,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,44071537,-3404318,67499886,25580719,41919167,50466586.0,-3606108.0,72784086.0,25960602.0,46823484.0,5795
5796,890114157,TECNO FUEGO S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",COMERCIO,44069038,996267,41510407,27077363,14433044,44327780.0,864779.0,36841482.0,23404705.0,13436777.0,5796
5797,800227956,COMERCIALIZADORA INTERNACIONAL EL GLOBO S.A.S. EN TRAMITE DE NEGOCIACION DE EMERGENCIA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,44064649,4872,22867835,18236136,4631699,47878484.0,685080.0,23316981.0,18706840.0,4610141.0,5797
5798,900155762,INVERSIONES PROYECTOS Y MINERIA COLIBRI SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,44062327,558247,24313742,4337020,19976722,40695640.0,788355.0,23580893.0,4747131.0,18833762.0,5798
5799,811042584,COMEDICA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,44057758,262262,20757062,11274385,9482677,42734027.0,1506411.0,19887878.0,10667463.0,9220415.0,5799
5800,900729502,MARFIL ESCOLAR Y OFICINA S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,SOLEDAD-ATLANTICO,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",MANUFACTURA,44020977,2557824,48603659,38721646,9882013,33621201.0,1563065.0,40368872.0,33044683.0,7324189.0,5800
5801,830114866,A & D ALVARADO & DURING S A S EN REORGANIZACION,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,44004447,2150080,54093499,37237644,16855855,28405952.0,1614154.0,48508394.0,33802619.0,14705775.0,5801
5802,900663398,ROYAL RENT CORP,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N7710 - Alquiler y arrendamiento de vehículos automotores,SERVICIOS,43988915,3883684,55703970,24097215,31606755,42403986.0,405751.0,51088995.0,20849924.0,30239071.0,5802
5803,860531801,TRABAJADORES TEMPORALES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N7820 - Actividades de empresas de servicios temporales,SERVICIOS,43986657,370693,5618591,2819977,2798614,36838544.0,211653.0,5392990.0,2965069.0,2427921.0,5803
5804,805001071,DISTRIBUCIONES PVC SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,43985682,983766,23298120,10401054,12897066,42981547.0,1099461.0,22166854.0,9753554.0,12413300.0,5804
5805,860532188,DIESELES Y ELECTROGENOS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",MANUFACTURA,43975033,894841,27185549,17775450,9410099,39924473.0,246072.0,29345085.0,20829827.0,8515258.0,5805
5806,900687096,SUPER POLLOS DEL GALPON S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,43953015,-606465,46089797,28543734,17546063,39439751.0,573785.0,31789766.0,13637238.0,18152528.0,5806
5807,900247608,INVERSIONES SANCHEZ GEORGE & CIA S.C.A,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,43943152,34621910,109724428,14548424,95176004,14571775.0,9691928.0,80254313.0,17332140.0,62922173.0,5807
5808,800187070,FRIOCOSTA S.A.,SUPERSOCIEDADES,CARIBE,CÓRDOBA,MONTERIA-CORDOBA,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",CONSTRUCCIÓN,43941536,1592862,37945357,18419234,19526123,39669765.0,1532508.0,36841058.0,18962253.0,17878805.0,5808
5809,901498204,ITERUM COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8220 - Actividades de centros de llamadas (call center),SERVICIOS,43940525,1404800,17421401,11547540,5873861,37520001.0,1862218.0,16676220.0,12207159.0,4469061.0,5809
5810,811031208,CODIPLAX SA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,43929206,2090116,20811650,11105260,9706390,41603525.0,2461949.0,19437703.0,10895669.0,8542034.0,5810
5811,800008151,ELECTRICOS IMPORTADOS S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4690 - Comercio al por mayor no especializado,COMERCIO,43911714,-788048,34116603,21494382,12622221,43465800.0,-648913.0,34376967.0,20596698.0,13780269.0,5811
5812,900224941,AGROTRANS AUTOMOTRIZ SA,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA-SANTANDER,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,43908420,731811,11470978,6929512,4541466,24441870.0,185559.0,9136495.0,5989840.0,3146655.0,5812
5813,900193579,GRUPO THEOS S.A.S.,SUPERSOCIEDADES,LLANOS ORIENTALES,CASANARE,YOPAL-CASANARE,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,43899033,2463837,31861250,13146887,18714363,78995061.0,4591071.0,,,,5813
5814,900096520,MAAKAL COLOMBIA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,43896122,2529043,21073214,13590238,7482976,39312251.0,2469318.0,17092334.0,12138401.0,4953933.0,5814
5815,900694569,BUSES Y AUTOS DE COLOMBIA S.A.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,43887756,1483468,27499805,25401726,2098079,42584806.0,915723.0,21907780.0,20469018.0,1438762.0,5815
5816,900664871,PRODUCTOS ALIMENTICIOS DOGGER SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,43854236,-62214,12384412,10707622,1676790,40780612.0,97424.0,10318308.0,8579304.0,1739004.0,5816
5817,900594524,PLATZI S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,43848258,-775039,29892287,26029706,3862581,36476853.0,-7002257.0,25823862.0,21186242.0,4637620.0,5817
5818,900489573,SINERGIATEX SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,43836268,981166,33686427,23083901,10602526,45623537.0,909028.0,36169519.0,26790638.0,9378881.0,5818
